protocol,flow_duration,total_packets,total_bytes,bytes_per_sec,mean_pkt_len,std_pkt_len,max_pkt_len,min_pkt_len,uplink_packet_count,uplink_byte_count,uplink_mean_size,uplink_std_size,downlink_packet_count,downlink_byte_count,downlink_mean_size,downlink_std_size,uplink_downlink_ratio,uplink_bytes_ratio,iat_mean,iat_std,iat_max,first_10_pkts_len_mean,first_10_pkts_len_std,pkt_len_entropy,label,source_file
tcp,98.63512802124023,34,11344,115.00973565479802,333.6470588235294,388.47529123885624,1078,54,18,4270,237.22222222222223,333.718536686824,16,7074,442.125,416.14148360263243,1.125,0.6036188860616342,2.988943273370916,13.312905844846648,74.96176600456238,548.9,459.09268127470733,1.7756041984575675,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,98.6333339214325,34,11659,118.20547411777756,342.9117647058824,379.9010991767586,1078,54,17,3936,231.52941176470588,312.476656567581,17,7723,454.29411764705884,407.6714023798323,1.0,0.5096465104234106,2.9888889067100757,13.26117197170463,74.88843894004822,548.9,459.09268127470733,1.875890800076495,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,98.63100481033325,31,9949,100.87091801540356,320.93548387096774,373.3964368649968,1078,54,16,2943,183.9375,260.1046589235764,15,7006,467.06666666666666,417.8589022890649,1.0666666666666667,0.42006851270339707,3.287700160344442,13.932586006987892,74.95397400856018,548.9,459.09268127470733,1.8746637214323076,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,98.62919187545776,34,11798,119.61975735234364,347.0,386.06620889046843,1078,54,17,4075,239.7058823529412,329.96091831072465,17,7723,454.29411764705884,407.6714023798323,1.0,0.5276446976563511,2.9887633901653867,13.307830504225953,74.94806408882141,548.9,459.09268127470733,1.8507510067743376,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,98.62769317626953,31,10130,102.70948933070397,326.7741935483871,380.6998402498813,1078,54,16,3116,194.75,284.4157388401704,15,7014,467.6,418.1117553956119,1.0666666666666667,0.44425434844596523,3.2875897725423178,13.931431358366039,74.95947408676147,548.9,459.09268127470733,1.9635310602117744,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,98.6258499622345,35,12107,122.75686348595195,345.9142857142857,393.24782236640345,1078,54,18,4384,243.55555555555554,349.5176393930835,17,7723,454.29411764705884,407.6714023798323,1.0588235294117647,0.5676550563252623,2.900760293006897,13.12977704128105,74.96373891830444,548.9,459.09268127470733,1.7650418488683695,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.053493976593018,5,370,24.57901139598026,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7633734941482544,2.6943228352903463,8.036388874053955,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,69.3323860168457,7,406,5.855849240517326,58.0,7.091242083423347,74,54,4,236,59.0,8.660254037844387,3,170,56.666666666666664,3.7712361663282534,1.3333333333333333,1.388235294117647,11.555397669474283,21.923834518124824,60.00580406188965,58.0,7.091242083423347,1.1488348542809166,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,69.28511500358582,17,6161,88.92241861301869,362.4117647058824,533.7973903825671,1466,54,9,990,110.0,151.44929477844687,8,5171,646.375,653.7445864976627,1.125,0.19145233030361633,4.3303196877241135,14.541601254958376,59.99594688415527,578.3,609.2677654365115,1.1595547523787308,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,33.08583617210388,12,1467,44.33921489452614,122.25,144.79993381674362,484,54,6,774,129.0,158.92870518988485,6,693,115.5,128.78114510025657,1.0,1.1168831168831168,3.00780328837308,5.571848316591769,15.013386964797974,135.9,155.05640909036944,0.8166890883150209,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,63.08334803581238,16,1435,22.747682941389723,89.6875,94.61878694926288,424,54,8,822,102.75,121.5974403513495,8,613,76.625,52.70895915306998,1.0,1.3409461663947797,4.2055565357208256,6.413504112050925,15.060569047927856,111.1,114.46261398378074,0.6685644431995964,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
udp,4.031509160995483,5,6460,1602.377606505267,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0078772902488708,0.602452891782925,1.8870251178741455,1292.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.034248113632202,5,370,24.610475841788524,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7585620284080505,2.6831853484279944,8.011089086532593,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.04060411453247,5,370,24.60007571388041,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7601510286331177,2.7044379962170675,8.050345182418823,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.018586158752441,5,370,24.636140585335564,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7546465396881104,2.701628834053062,8.031517028808594,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.05445408821106,5,370,24.5774438469836,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.763613522052765,2.691215982323186,8.030508041381836,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,71.2392029762268,25,8661,121.57631806872205,346.44,500.9499839305317,1466,66,12,1397,116.41666666666667,142.37594502661685,13,7264,558.7692307692307,608.2449094094296,0.9230769230769231,0.19231828193832598,2.9683001240094504,12.077099349871514,59.90592908859253,730.8,616.0782093208621,1.0954312795575998,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,71.20953702926636,25,8661,121.62696685474056,346.44,500.9499839305317,1466,66,12,1397,116.41666666666667,142.37594502661685,13,7264,558.7692307692307,608.2449094094296,0.9230769230769231,0.19231828193832598,2.9670640428860984,12.077255632427821,59.91261100769043,730.8,616.0782093208621,1.0954312795575998,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.63027501106262,5175,4914902,64985.90675865036,949.7395169082125,672.9844731027958,1466,66,1857,128729,69.32094776521271,33.63703368422576,3318,4786173,1442.487341772152,170.67870312704963,0.5596745027124774,0.02689601901143147,0.014617370508516163,0.8349778354644848,60.051779985427856,730.8,616.0782093208621,1.006382157098587,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.034424066543579,5,370,24.610187817128878,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7586060166358948,2.6902680910772694,8.019498109817505,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.012775897979736,5,370,24.645675291122593,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.753193974494934,2.683410178399492,8.010159969329834,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.05710482597351,5,370,24.57311709497764,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7642762064933777,2.6885082446743005,8.017843961715698,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.038892030715942,5,370,24.602876278671292,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7597230076789856,2.6850332576006415,8.012187004089355,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
udp,4.02457594871521,5,6460,1605.1380523859327,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0061439871788025,0.5983597178950522,1.879716157913208,1292.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.035839080810547,5,370,24.607871766346022,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7589597702026367,2.69418372147014,8.031100034713745,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.027725219726562,5,370,24.62115819860142,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7569313049316406,2.691489288884472,8.023118019104004,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.040494918823242,5,370,24.600254313236956,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7601237297058105,2.7040905991724498,8.054916858673096,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.064856767654419,5,370,24.56047247620852,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7662141919136047,2.6914976401963755,8.03662395477295,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
udp,4.00608491897583,5,6460,1612.5469456227909,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0015212297439575,0.6031424697878719,1.8784289360046387,1292.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.048775911331177,5,370,24.586717363596566,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.762193977832794,2.6890774196970852,8.025367975234985,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.040735960006714,5,370,24.599860072261706,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7601839900016785,2.689925636554043,8.022511959075928,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,45.726468086242676,12,1657,36.237218165960364,138.08333333333334,158.36479950488436,494,55,7,910,130.0,148.67029677395934,5,747,149.4,170.37323733497584,1.4,1.2182061579651942,4.15695164420388,9.211801780818236,29.842247009277344,152.5,169.84772591942468,0.6500224216483541,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,45.694732904434204,8,541,11.839438937775288,67.625,6.362733296312206,78,55,5,350,70.0,5.059644256269407,3,191,63.666666666666664,6.342099196813483,1.6666666666666667,1.8324607329842932,6.527818986347744,11.069545078095182,30.708489894866943,67.625,6.362733296312206,2.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,45.2798068523407,4187,3669438,81039.17077133716,876.3883448770002,685.7300466013235,1466,54,1733,137057,79.0865551067513,45.544706207758765,2454,3532381,1439.4380603096984,186.77753513329014,0.7061939690301549,0.038800174726338975,0.010816962936536239,0.0746115098016541,3.9559309482574463,538.4,603.7523002026576,1.028064159439546,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.015919923782349,5,370,24.640514991958014,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.753979980945587,2.6877485494710056,8.005933046340942,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.03604507446289,5,370,24.60753463877315,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7590112686157227,2.7001502369803134,8.039441108703613,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.008268117904663,5,370,24.653077696459523,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7520670294761658,2.6821109989410914,8.000494003295898,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.034691095352173,5,370,24.60975071941331,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.758672773838043,2.6937699986480763,8.02863597869873,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,33.64525103569031,38,11249,334.34139005434236,296.0263157894737,447.36494503293545,1466,66,19,3524,185.47368421052633,292.25950408589256,19,7725,406.57894736842104,538.898322192647,1.0,0.45618122977346276,0.909331109072711,5.403602802852738,33.33085298538208,568.5,609.0913314109798,1.3627607671050839,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.045143127441406,5,370,24.592654045619746,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7612857818603516,2.6934087096442343,8.031217098236084,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.044883966445923,5,370,24.593077675121858,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7612209916114807,2.6934535380553815,8.031215906143188,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.036627054214478,5,370,24.606582225253508,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7591567635536194,2.692612711708991,8.026241064071655,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,2.9528892040252686,20,10833,3668.610385121412,541.65,612.3757241269449,1466,66,9,1696,188.44444444444446,210.93132695585552,11,9137,830.6363636363636,678.113730435359,0.8181818181818182,0.18561891211557405,0.1554152212644878,0.22287393940533895,0.8723790645599365,322.9,429.507962673569,1.295461844238322,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,2.441133975982666,14,5004,2049.867008215174,357.42857142857144,484.4483923989831,1466,66,6,1462,243.66666666666666,239.97823975426513,8,3542,442.75,592.0554767080531,0.75,0.4127611518915867,0.18777953661405122,0.3139127025360691,1.2226760387420654,331.6,425.31992664346217,1.1488348542809166,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,2.7680249214172363,26,9232,3335.230087189096,355.0769230769231,485.04067419269256,1466,66,11,1896,172.36363636363637,194.74284803171625,15,7336,489.06666666666666,580.9864561435336,0.7333333333333333,0.2584514721919302,0.11072099685668946,0.18897066996101458,0.8550059795379639,192.8,198.4352791214304,1.3520301017579528,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,2.3477330207824707,15,5082,2164.6413604159434,338.8,473.1834316626059,1466,66,7,1540,220.0,229.61520606689544,8,3542,442.75,592.0554767080531,0.875,0.43478260869565216,0.1676952157701765,0.2708011101976911,1.0815141201019287,331.6,425.31992664346217,1.103307408607834,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,31.189570903778076,61,22558,723.2545798591763,369.8032786885246,500.7691729523835,1466,66,31,4280,138.06451612903226,139.59109304330252,30,18278,609.2666666666667,613.9443478217079,1.0333333333333334,0.23416128679286574,0.5198261817296346,3.5374285840168094,27.677428007125854,192.8,198.4352791214304,1.484730981662747,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.015475034713745,5,370,24.641245058488664,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7538687586784363,2.7000030750976594,8.030536890029907,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,25.496146202087402,49,24572,963.7534945570817,501.46938775510205,596.7404010168472,1466,54,25,5847,233.88,398.6647032281639,24,18725,780.2083333333334,639.6850122760072,1.0416666666666667,0.3122563417890521,0.5311697125434875,2.485544926311458,14.503298044204712,487.5,569.3454575211784,1.8813384836313336,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,29.901752948760986,30,9287,310.58379807745746,309.56666666666666,450.42903128264527,1466,54,14,1866,133.28571428571428,153.3303755999856,16,7421,463.8125,555.7499683704444,0.875,0.25144859183398466,1.0310949292676201,5.445561383250104,29.846293926239014,641.6,628.1490587432253,1.5152758995191553,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,29.833563804626465,32,10712,359.05867867984404,334.75,492.525253159673,1466,54,16,3264,204.0,354.9138980090805,16,7448,465.5,570.0940711847476,1.0,0.43823845327604727,0.9623730259556924,3.6520863589975057,15.177510023117065,725.9,599.1296103515499,1.5591407621868583,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,7.007595062255859,4,296,42.23988363630029,74.0,0.0,74,74,4,296,74.0,0.0,0,0,0.0,0.0,999.0,999.0,2.335865020751953,1.2542577404497262,4.011665105819702,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,7.016023874282837,4,296,42.189138079330796,74.0,0.0,74,74,4,296,74.0,0.0,0,0,0.0,0.0,999.0,999.0,2.338674624760946,1.2567433769570224,4.018812894821167,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,7.005530118942261,4,296,42.25233422373637,74.0,0.0,74,74,4,296,74.0,0.0,0,0,0.0,0.0,999.0,999.0,2.335176706314087,1.2537928930400661,4.010609149932861,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,7.007542133331299,4,296,42.24020267992099,74.0,0.0,74,74,4,296,74.0,0.0,0,0,0.0,0.0,999.0,999.0,2.3358473777770996,1.2501234913983268,4.009541988372803,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
udp,4.005261182785034,5,6460,1612.8785877349646,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0013152956962585,0.6079486233908871,1.8946590423583984,1292.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,16.036880016326904,34,10173,634.3503218607998,299.20588235294116,445.5539037443938,1466,66,19,2477,130.3684210526316,152.99061220814406,15,7696,513.0666666666667,581.7928000776755,1.2666666666666666,0.32185550935550933,0.4859660611008153,2.672510236629955,15.603283166885376,730.8,616.0782093208621,1.1988912920836219,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
udp,4.035096168518066,5,6460,1600.9531694439158,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0087740421295166,0.6090839547483036,1.900057077407837,1292.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
